claim_id,ulpin,claimant_name,relation_to_recorded_owner,blood_relation,proof_status,proof_document,claimed_share_pct,verification_status,claim_filed_on
SC-33-014-008-315668-2,33-014-008-315668,Claimant 2,Step-son,True,Undocumented,"Affidavit, unverified",32.2,Pending Verification,2019-06-15
SC-33-014-008-315668-3,33-014-008-315668,Claimant 3,Nephew,True,Documented,Legal Heir Certificate,47.099999999999994,Verified,2019-06-15
SC-09-002-019-319626-1,09-002-019-319626,Claimant 1,Grandson,True,Undocumented,"Affidavit, unverified",19.9,Pending Verification,2019-03-09
SC-09-002-019-319626-2,09-002-019-319626,Claimant 2,Brother,True,Documented,Registered Will,23.8,Verified,2019-03-09
SC-09-002-019-319626-3,09-002-019-319626,Claimant 3,Sister,True,Documented,Succession Certificate,25.4,Verified,2019-03-09
SC-09-002-019-319626-4,09-002-019-319626,Claimant 4,Son,True,Documented,Mutation Entry (RoR),27.9,Verified,2019-03-09
SC-21-012-011-039271-1,21-012-011-039271,Claimant 1,Adopted Son,True,Undocumented,Panchayat attestation,100.0,Pending Verification,2022-05-17
SC-33-014-019-817481-1,33-014-019-817481,Claimant 1,Nephew,True,Documented,Partition Deed,17.8,Verified,2022-07-10
SC-33-014-019-817481-2,33-014-019-817481,Claimant 2,Widow,True,Undocumented,Panchayat attestation,36.7,Pending Verification,2022-07-10
SC-33-014-019-817481-3,33-014-019-817481,Claimant 3,Nephew,True,Undocumented,Panchayat attestation,23.4,Pending Verification,2022-07-10
SC-33-014-019-817481-4,33-014-019-817481,Claimant 4,Sister,True,Undocumented,"Affidavit, unverified",22.1,Pending Verification,2022-07-10
SC-36-011-010-014722-1,36-011-010-014722,Claimant 1,Sister,False,Undocumented,"Affidavit, unverified",42.8,Pending Verification,2019-09-01
SC-36-011-010-014722-2,36-011-010-014722,Claimant 2,Grandson,True,Documented,Succession Certificate,28.8,Verified,2019-09-01
SC-36-011-010-014722-3,36-011-010-014722,Claimant 3,Sister,True,Undocumented,"Affidavit, unverified",21.8,Pending Verification,2019-09-01
SC-36-027-002-641401-1,36-027-002-641401,Claimant 1,Daughter,False,Undocumented,Oral claim only,21.7,Pending Verification,2021-10-28
SC-36-027-002-641401-2,36-027-002-641401,Claimant 2,Brother,True,Undocumented,Oral claim only,19.5,Pending Verification,2021-10-28
SC-36-027-002-641401-3,36-027-002-641401,Claimant 3,Widow,True,Undocumented,Oral claim only,40.9,Pending Verification,2021-10-28
SC-36-027-002-641401-4,36-027-002-641401,Claimant 4,Nephew,True,Documented,Registered Will,12.6,Verified,2021-10-28
SC-22-002-013-975593-1,22-002-013-975593,Claimant 1,Grandson,True,Undocumented,Oral claim only,80.4,Pending Verification,2021-02-13
SC-33-014-016-217560-1,33-014-016-217560,Claimant 1,Brother,True,Documented,Mutation Entry (RoR),33.2,Verified,2019-02-27
SC-33-014-016-217560-2,33-014-016-217560,Claimant 2,Step-son,True,Undocumented,Oral claim only,22.4,Pending Verification,2019-02-27
SC-33-014-016-217560-3,33-014-016-217560,Claimant 3,Son,True,Contested,Civil suit pending,25.4,Referred to Revenue Court,2019-02-27
SC-33-014-016-217560-4,33-014-016-217560,Claimant 4,Step-son,True,Documented,Registered Will,16.1,Verified,2019-02-27
SC-33-031-010-491079-1,33-031-010-491079,Claimant 1,Step-son,True,Undocumented,Panchayat attestation,100.0,Pending Verification,2023-03-10
SC-21-019-024-331631-1,21-019-024-331631,Claimant 1,Nephew,True,Documented,Registered Will,22.1,Verified,2022-07-11
SC-21-019-024-331631-2,21-019-024-331631,Claimant 2,Brother,True,Documented,Partition Deed,24.9,Verified,2022-07-11
SC-21-019-024-331631-3,21-019-024-331631,Claimant 3,Adopted Son,True,Documented,Partition Deed,32.1,Verified,2022-07-11
SC-33-045-022-073492-1,33-045-022-073492,Claimant 1,Daughter,True,Undocumented,Oral claim only,63.3,Pending Verification,2020-07-27
SC-33-045-022-073492-2,33-045-022-073492,Claimant 2,Step-son,True,Documented,Legal Heir Certificate,36.7,Verified,2020-07-27
SC-21-026-009-694289-1,21-026-009-694289,Claimant 1,Son,True,Documented,Succession Certificate,21.0,Verified,2020-02-21
SC-21-026-009-694289-2,21-026-009-694289,Claimant 2,Widow,False,Documented,Succession Certificate,19.6,Verified,2020-02-21
SC-21-026-009-694289-3,21-026-009-694289,Claimant 3,Adopted Son,True,Documented,Legal Heir Certificate,27.8,Verified,2020-02-21
SC-21-026-009-694289-4,21-026-009-694289,Claimant 4,Brother,True,Undocumented,Panchayat attestation,31.599999999999998,Pending Verification,2020-02-21
SC-33-031-001-173185-1,33-031-001-173185,Claimant 1,Grandson,True,Undocumented,Oral claim only,100.0,Pending Verification,2020-02-09
SC-23-033-015-841738-1,23-033-015-841738,Claimant 1,Brother,True,Documented,Succession Certificate,36.8,Verified,2020-12-15
SC-23-033-015-841738-2,23-033-015-841738,Claimant 2,Daughter,True,Documented,Registered Will,20.7,Verified,2020-12-15
SC-23-033-015-841738-3,23-033-015-841738,Claimant 3,Nephew,True,Undocumented,"Affidavit, unverified",27.7,Pending Verification,2020-12-15
SC-29-022-009-442523-1,29-022-009-442523,Claimant 1,Widow,True,Undocumented,"Affidavit, unverified",28.3,Pending Verification,2022-11-11
SC-29-022-009-442523-2,29-022-009-442523,Claimant 2,Nephew,True,Undocumented,"Affidavit, unverified",25.3,Pending Verification,2022-11-11
SC-29-022-009-442523-3,29-022-009-442523,Claimant 3,Son,True,Documented,Partition Deed,22.4,Verified,2022-11-11
SC-29-022-009-442523-4,29-022-009-442523,Claimant 4,Grandson,True,Undocumented,"Affidavit, unverified",20.8,Pending Verification,2022-11-11
SC-27-013-015-433170-1,27-013-015-433170,Claimant 1,Son,False,Undocumented,Panchayat attestation,19.1,Pending Verification,2021-08-23
SC-27-013-015-433170-2,27-013-015-433170,Claimant 2,Adopted Son,False,Contested,Competing Will produced,23.3,Referred to Revenue Court,2021-08-23
SC-27-013-015-433170-3,27-013-015-433170,Claimant 3,Widow,True,Undocumented,"Affidavit, unverified",24.0,Pending Verification,2021-08-23
SC-27-013-015-433170-4,27-013-015-433170,Claimant 4,Nephew,True,Documented,Succession Certificate,33.1,Verified,2021-08-23
SC-09-031-011-782923-1,09-031-011-782923,Claimant 1,Grandson,True,Documented,Mutation Entry (RoR),63.7,Verified,2020-03-19
SC-09-031-011-782923-2,09-031-011-782923,Claimant 2,Nephew,True,Contested,Competing Will produced,34.6,Referred to Revenue Court,2020-03-19
SC-27-025-002-922498-1,27-025-002-922498,Claimant 1,Brother,True,Contested,Competing Will produced,100.0,Referred to Revenue Court,2020-07-21
SC-29-022-008-775897-1,29-022-008-775897,Claimant 1,Widow,True,Undocumented,Panchayat attestation,33.0,Pending Verification,2021-01-31
SC-29-022-008-775897-2,29-022-008-775897,Claimant 2,Sister,False,Contested,Disputed mutation,45.3,Referred to Revenue Court,2021-01-31
SC-09-015-024-187536-1,09-015-024-187536,Claimant 1,Daughter,True,Contested,Competing Will produced,26.7,Referred to Revenue Court,2019-02-27
SC-09-015-024-187536-2,09-015-024-187536,Claimant 2,Step-son,True,Contested,Disputed mutation,15.9,Referred to Revenue Court,2019-02-27
SC-09-015-024-187536-3,09-015-024-187536,Claimant 3,Daughter,True,Documented,Mutation Entry (RoR),34.5,Verified,2019-02-27
SC-09-015-024-187536-4,09-015-024-187536,Claimant 4,Grandson,True,Documented,Legal Heir Certificate,18.1,Verified,2019-02-27
SC-29-018-013-003927-1,29-018-013-003927,Claimant 1,Daughter,True,Undocumented,Oral claim only,100.0,Pending Verification,2019-12-27
SC-29-009-007-703996-1,29-009-007-703996,Claimant 1,Nephew,True,Contested,Disputed mutation,18.2,Referred to Revenue Court,2023-07-26
SC-29-009-007-703996-2,29-009-007-703996,Claimant 2,Step-son,True,Undocumented,Panchayat attestation,27.6,Pending Verification,2023-07-26
SC-29-009-007-703996-3,29-009-007-703996,Claimant 3,Adopted Son,True,Undocumented,"Affidavit, unverified",19.3,Pending Verification,2023-07-26
SC-29-009-007-703996-4,29-009-007-703996,Claimant 4,Adopted Son,True,Undocumented,"Affidavit, unverified",34.89999999999999,Pending Verification,2023-07-26
SC-22-002-014-783176-1,22-002-014-783176,Claimant 1,Widow,True,Documented,Mutation Entry (RoR),31.8,Verified,2020-10-07
SC-22-002-014-783176-2,22-002-014-783176,Claimant 2,Brother,True,Contested,Competing Will produced,46.3,Referred to Revenue Court,2020-10-07
SC-22-002-014-783176-3,22-002-014-783176,Claimant 3,Grandson,True,Undocumented,Panchayat attestation,21.900000000000006,Pending Verification,2020-10-07
SC-23-004-004-590038-1,23-004-004-590038,Claimant 1,Daughter,False,Contested,Competing Will produced,50.7,Referred to Revenue Court,2021-07-10
SC-23-004-004-590038-2,23-004-004-590038,Claimant 2,Grandson,True,Documented,Succession Certificate,40.3,Verified,2021-07-10
SC-29-009-015-531038-1,29-009-015-531038,Claimant 1,Sister,True,Undocumented,Panchayat attestation,25.1,Pending Verification,2022-03-20
SC-29-009-015-531038-2,29-009-015-531038,Claimant 2,Daughter,True,Documented,Mutation Entry (RoR),27.8,Verified,2022-03-20
SC-29-009-015-531038-3,29-009-015-531038,Claimant 3,Widow,False,Documented,Mutation Entry (RoR),25.7,Verified,2022-03-20
SC-29-009-015-531038-4,29-009-015-531038,Claimant 4,Adopted Son,True,Documented,Succession Certificate,21.40000000000001,Verified,2022-03-20
SC-21-019-011-899752-1,21-019-011-899752,Claimant 1,Widow,True,Undocumented,Panchayat attestation,100.0,Pending Verification,2023-04-18
SC-21-012-018-340012-1,21-012-018-340012,Claimant 1,Grandson,True,Contested,Civil suit pending,19.2,Referred to Revenue Court,2022-10-27
SC-21-012-018-340012-2,21-012-018-340012,Claimant 2,Adopted Son,True,Documented,Succession Certificate,29.3,Verified,2022-10-27
SC-21-012-018-340012-3,21-012-018-340012,Claimant 3,Nephew,True,Documented,Legal Heir Certificate,15.6,Verified,2022-10-27
SC-21-012-018-340012-4,21-012-018-340012,Claimant 4,Widow,False,Contested,Disputed mutation,35.9,Referred to Revenue Court,2022-10-27
SC-33-023-020-307456-1,33-023-020-307456,Claimant 1,Nephew,True,Documented,Registered Will,20.9,Verified,2023-11-17
SC-33-023-020-307456-2,33-023-020-307456,Claimant 2,Grandson,False,Documented,Succession Certificate,27.1,Verified,2023-11-17
SC-33-023-020-307456-3,33-023-020-307456,Claimant 3,Step-son,True,Contested,Civil suit pending,51.99999999999999,Referred to Revenue Court,2023-11-17
SC-22-002-003-642583-1,22-002-003-642583,Claimant 1,Son,True,Documented,Partition Deed,20.0,Verified,2021-01-31
SC-22-002-003-642583-2,22-002-003-642583,Claimant 2,Widow,True,Undocumented,Oral claim only,27.1,Pending Verification,2021-01-31
SC-22-002-003-642583-3,22-002-003-642583,Claimant 3,Step-son,True,Contested,Civil suit pending,29.4,Referred to Revenue Court,2021-01-31
SC-22-002-003-642583-4,22-002-003-642583,Claimant 4,Daughter,True,Undocumented,"Affidavit, unverified",23.5,Pending Verification,2021-01-31
SC-09-015-023-422636-1,09-015-023-422636,Claimant 1,Daughter,True,Undocumented,Panchayat attestation,30.2,Pending Verification,2020-07-29
SC-09-015-023-422636-2,09-015-023-422636,Claimant 2,Daughter,True,Documented,Legal Heir Certificate,20.3,Verified,2020-07-29
SC-09-015-023-422636-3,09-015-023-422636,Claimant 3,Sister,True,Documented,Registered Will,28.6,Verified,2020-07-29
SC-09-015-023-422636-4,09-015-023-422636,Claimant 4,Grandson,True,Documented,Succession Certificate,15.1,Verified,2020-07-29
SC-09-044-018-641015-1,09-044-018-641015,Claimant 1,Daughter,True,Undocumented,Panchayat attestation,33.5,Pending Verification,2021-07-06
SC-09-044-018-641015-2,09-044-018-641015,Claimant 2,Brother,True,Contested,Competing Will produced,27.2,Referred to Revenue Court,2021-07-06
SC-09-044-018-641015-3,09-044-018-641015,Claimant 3,Nephew,True,Documented,Registered Will,23.2,Verified,2021-07-06
SC-09-044-018-641015-4,09-044-018-641015,Claimant 4,Nephew,True,Undocumented,"Affidavit, unverified",16.099999999999998,Pending Verification,2021-07-06
SC-33-014-015-377807-1,33-014-015-377807,Claimant 1,Grandson,False,Documented,Legal Heir Certificate,100.0,Verified,2021-12-22
SC-09-015-024-684741-1,09-015-024-684741,Claimant 1,Step-son,True,Contested,Civil suit pending,35.4,Referred to Revenue Court,2021-09-16
SC-09-015-024-684741-2,09-015-024-684741,Claimant 2,Step-son,True,Documented,Registered Will,64.6,Verified,2021-09-16
SC-21-026-018-182337-1,21-026-018-182337,Claimant 1,Nephew,True,Documented,Legal Heir Certificate,44.1,Verified,2019-03-13
SC-21-026-018-182337-2,21-026-018-182337,Claimant 2,Widow,True,Documented,Succession Certificate,28.2,Verified,2019-03-13
SC-21-026-018-182337-3,21-026-018-182337,Claimant 3,Grandson,False,Undocumented,Panchayat attestation,27.7,Pending Verification,2019-03-13
SC-22-018-019-687038-1,22-018-019-687038,Claimant 1,Adopted Son,True,Documented,Partition Deed,21.2,Verified,2019-10-20
SC-22-018-019-687038-2,22-018-019-687038,Claimant 2,Grandson,True,Contested,Disputed mutation,15.8,Referred to Revenue Court,2019-10-20
SC-22-018-019-687038-3,22-018-019-687038,Claimant 3,Sister,True,Documented,Partition Deed,36.0,Verified,2019-10-20
SC-22-018-019-687038-4,22-018-019-687038,Claimant 4,Sister,False,Documented,Succession Certificate,27.0,Verified,2019-10-20
SC-22-014-017-781394-1,22-014-017-781394,Claimant 1,Widow,True,Contested,Disputed mutation,20.5,Referred to Revenue Court,2022-11-29
SC-22-014-017-781394-2,22-014-017-781394,Claimant 2,Step-son,True,Undocumented,Oral claim only,29.7,Pending Verification,2022-11-29
SC-22-014-017-781394-3,22-014-017-781394,Claimant 3,Nephew,True,Undocumented,"Affidavit, unverified",30.1,Pending Verification,2022-11-29
SC-22-014-017-781394-4,22-014-017-781394,Claimant 4,Step-son,True,Undocumented,Oral claim only,19.699999999999996,Pending Verification,2022-11-29
SC-09-015-021-965587-1,09-015-021-965587,Claimant 1,Sister,True,Documented,Partition Deed,57.5,Verified,2020-09-22
SC-09-015-021-965587-2,09-015-021-965587,Claimant 2,Brother,True,Documented,Legal Heir Certificate,33.6,Verified,2020-09-22
SC-22-018-007-427108-1,22-018-007-427108,Claimant 1,Brother,True,Documented,Mutation Entry (RoR),100.0,Verified,2020-12-24
SC-29-018-001-407034-1,29-018-001-407034,Claimant 1,Nephew,True,Documented,Mutation Entry (RoR),36.3,Verified,2023-12-25
SC-29-018-001-407034-2,29-018-001-407034,Claimant 2,Brother,True,Documented,Mutation Entry (RoR),43.6,Verified,2023-12-25
SC-29-018-001-407034-3,29-018-001-407034,Claimant 3,Adopted Son,False,Documented,Mutation Entry (RoR),20.1,Verified,2023-12-25
SC-27-025-006-340067-1,27-025-006-340067,Claimant 1,Widow,True,Documented,Mutation Entry (RoR),63.5,Verified,2021-07-05
SC-27-025-006-340067-2,27-025-006-340067,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),36.5,Verified,2021-07-05
SC-22-018-005-566774-1,22-018-005-566774,Claimant 1,Adopted Son,True,Documented,Mutation Entry (RoR),57.8,Verified,2023-09-19
SC-22-018-005-566774-2,22-018-005-566774,Claimant 2,Widow,True,Undocumented,Oral claim only,41.0,Pending Verification,2023-09-19
SC-23-028-009-350448-1,23-028-009-350448,Claimant 1,Grandson,False,Undocumented,Oral claim only,32.3,Pending Verification,2021-12-11
SC-23-028-009-350448-2,23-028-009-350448,Claimant 2,Son,True,Contested,Civil suit pending,28.6,Referred to Revenue Court,2021-12-11
SC-23-028-009-350448-3,23-028-009-350448,Claimant 3,Widow,True,Documented,Succession Certificate,39.1,Verified,2021-12-11
SC-27-013-023-243010-1,27-013-023-243010,Claimant 1,Daughter,False,Contested,Civil suit pending,32.4,Referred to Revenue Court,2021-05-06
SC-27-013-023-243010-2,27-013-023-243010,Claimant 2,Daughter,True,Documented,Succession Certificate,29.6,Verified,2021-05-06
SC-27-013-023-243010-3,27-013-023-243010,Claimant 3,Step-son,True,Documented,Partition Deed,20.2,Verified,2021-05-06
SC-27-013-023-243010-4,27-013-023-243010,Claimant 4,Sister,True,Undocumented,"Affidavit, unverified",11.0,Pending Verification,2021-05-06
SC-29-022-011-013199-1,29-022-011-013199,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",44.5,Pending Verification,2022-08-11
SC-29-022-011-013199-2,29-022-011-013199,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),33.5,Verified,2022-08-11
SC-29-022-011-013199-3,29-022-011-013199,Claimant 3,Nephew,True,Documented,Partition Deed,18.1,Verified,2022-08-11
SC-33-045-009-108717-1,33-045-009-108717,Claimant 1,Daughter,True,Documented,Succession Certificate,100.0,Verified,2023-07-11
SC-22-014-009-741647-1,22-014-009-741647,Claimant 1,Son,False,Contested,Competing Will produced,48.2,Referred to Revenue Court,2023-07-23
SC-22-014-009-741647-2,22-014-009-741647,Claimant 2,Widow,True,Documented,Partition Deed,51.8,Verified,2023-07-23
SC-22-002-017-463019-1,22-002-017-463019,Claimant 1,Brother,False,Undocumented,"Affidavit, unverified",86.5,Pending Verification,2020-02-26
SC-33-014-012-988183-1,33-014-012-988183,Claimant 1,Grandson,True,Documented,Partition Deed,39.2,Verified,2023-12-16
SC-33-014-012-988183-2,33-014-012-988183,Claimant 2,Son,False,Documented,Succession Certificate,60.8,Verified,2023-12-16
SC-09-031-010-551779-1,09-031-010-551779,Claimant 1,Nephew,True,Documented,Mutation Entry (RoR),100.0,Verified,2019-08-12
SC-23-033-016-644629-1,23-033-016-644629,Claimant 1,Adopted Son,True,Contested,Disputed mutation,33.3,Referred to Revenue Court,2021-04-18
SC-23-033-016-644629-2,23-033-016-644629,Claimant 2,Widow,True,Documented,Legal Heir Certificate,43.5,Verified,2021-04-18
SC-23-033-016-644629-3,23-033-016-644629,Claimant 3,Son,True,Documented,Partition Deed,23.200000000000003,Verified,2021-04-18
SC-36-011-018-687163-1,36-011-018-687163,Claimant 1,Widow,True,Contested,Disputed mutation,100.0,Referred to Revenue Court,2021-04-18
SC-22-002-022-310918-1,22-002-022-310918,Claimant 1,Brother,True,Documented,Legal Heir Certificate,32.3,Verified,2019-10-14
SC-22-002-022-310918-2,22-002-022-310918,Claimant 2,Widow,False,Contested,Civil suit pending,17.7,Referred to Revenue Court,2019-10-14
SC-22-002-022-310918-3,22-002-022-310918,Claimant 3,Step-son,True,Documented,Succession Certificate,22.4,Verified,2019-10-14
SC-22-002-022-310918-4,22-002-022-310918,Claimant 4,Son,False,Contested,Civil suit pending,27.6,Referred to Revenue Court,2019-10-14
SC-33-023-020-563851-1,33-023-020-563851,Claimant 1,Son,True,Undocumented,Oral claim only,100.0,Pending Verification,2022-08-12
SC-23-028-018-084890-1,23-028-018-084890,Claimant 1,Sister,True,Documented,Legal Heir Certificate,54.5,Verified,2021-08-12
SC-23-028-018-084890-2,23-028-018-084890,Claimant 2,Widow,True,Documented,Registered Will,45.5,Verified,2021-08-12
SC-23-004-005-460454-1,23-004-005-460454,Claimant 1,Sister,True,Documented,Mutation Entry (RoR),33.9,Verified,2022-08-03
SC-23-004-005-460454-2,23-004-005-460454,Claimant 2,Son,True,Contested,Competing Will produced,20.4,Referred to Revenue Court,2022-08-03
SC-23-004-005-460454-3,23-004-005-460454,Claimant 3,Widow,True,Undocumented,"Affidavit, unverified",45.699999999999996,Pending Verification,2022-08-03
SC-27-001-004-922750-1,27-001-004-922750,Claimant 1,Nephew,True,Contested,Competing Will produced,33.5,Referred to Revenue Court,2021-02-11
SC-27-001-004-922750-2,27-001-004-922750,Claimant 2,Step-son,False,Documented,Mutation Entry (RoR),13.7,Verified,2021-02-11
SC-27-001-004-922750-3,27-001-004-922750,Claimant 3,Brother,True,Undocumented,Panchayat attestation,36.3,Pending Verification,2021-02-11
SC-27-001-004-922750-4,27-001-004-922750,Claimant 4,Nephew,True,Undocumented,Panchayat attestation,16.5,Pending Verification,2021-02-11
SC-22-018-002-476787-1,22-018-002-476787,Claimant 1,Daughter,False,Documented,Mutation Entry (RoR),69.9,Verified,2021-10-22
SC-22-018-002-476787-2,22-018-002-476787,Claimant 2,Widow,True,Contested,Competing Will produced,18.8,Referred to Revenue Court,2021-10-22
SC-36-019-008-500438-1,36-019-008-500438,Claimant 1,Adopted Son,True,Documented,Registered Will,29.7,Verified,2022-04-20
SC-36-019-008-500438-2,36-019-008-500438,Claimant 2,Nephew,True,Documented,Partition Deed,42.8,Verified,2022-04-20
SC-36-019-008-500438-3,36-019-008-500438,Claimant 3,Step-son,True,Undocumented,Oral claim only,16.7,Pending Verification,2022-04-20
SC-36-019-011-175224-1,36-019-011-175224,Claimant 1,Widow,False,Documented,Succession Certificate,32.4,Verified,2020-02-18
SC-36-019-011-175224-2,36-019-011-175224,Claimant 2,Grandson,True,Undocumented,"Affidavit, unverified",67.6,Pending Verification,2020-02-18
SC-21-012-011-176514-1,21-012-011-176514,Claimant 1,Son,True,Documented,Mutation Entry (RoR),67.3,Verified,2021-03-03
SC-09-015-003-087671-1,09-015-003-087671,Claimant 1,Brother,True,Documented,Legal Heir Certificate,37.7,Verified,2022-01-09
SC-09-015-003-087671-2,09-015-003-087671,Claimant 2,Sister,False,Undocumented,"Affidavit, unverified",27.0,Pending Verification,2022-01-09
SC-09-015-003-087671-3,09-015-003-087671,Claimant 3,Brother,True,Undocumented,"Affidavit, unverified",35.3,Pending Verification,2022-01-09
SC-27-037-018-096087-1,27-037-018-096087,Claimant 1,Son,True,Documented,Partition Deed,26.8,Verified,2021-08-13
SC-27-037-018-096087-2,27-037-018-096087,Claimant 2,Son,True,Documented,Mutation Entry (RoR),19.7,Verified,2021-08-13
SC-27-037-018-096087-3,27-037-018-096087,Claimant 3,Step-son,False,Documented,Mutation Entry (RoR),17.9,Verified,2021-08-13
SC-27-037-018-096087-4,27-037-018-096087,Claimant 4,Grandson,True,Contested,Disputed mutation,35.6,Referred to Revenue Court,2021-08-13
SC-23-028-014-466935-1,23-028-014-466935,Claimant 1,Brother,True,Documented,Mutation Entry (RoR),63.6,Verified,2019-11-08
SC-22-002-023-768360-1,22-002-023-768360,Claimant 1,Sister,True,Documented,Registered Will,36.0,Verified,2020-04-11
SC-22-002-023-768360-2,22-002-023-768360,Claimant 2,Daughter,True,Undocumented,Oral claim only,64.0,Pending Verification,2020-04-11
SC-22-018-001-023764-1,22-018-001-023764,Claimant 1,Adopted Son,False,Undocumented,"Affidavit, unverified",66.3,Pending Verification,2021-03-15
SC-22-018-001-023764-2,22-018-001-023764,Claimant 2,Nephew,True,Undocumented,Oral claim only,33.7,Pending Verification,2021-03-15
SC-29-022-004-891765-1,29-022-004-891765,Claimant 1,Adopted Son,True,Undocumented,"Affidavit, unverified",29.8,Pending Verification,2023-02-16
SC-29-022-004-891765-2,29-022-004-891765,Claimant 2,Son,True,Documented,Legal Heir Certificate,28.1,Verified,2023-02-16
SC-29-022-004-891765-3,29-022-004-891765,Claimant 3,Widow,True,Documented,Succession Certificate,22.6,Verified,2023-02-16
SC-29-022-004-891765-4,29-022-004-891765,Claimant 4,Nephew,True,Undocumented,"Affidavit, unverified",19.5,Pending Verification,2023-02-16
SC-21-012-021-517164-1,21-012-021-517164,Claimant 1,Sister,True,Documented,Registered Will,100.0,Verified,2020-01-22
SC-33-045-005-983657-1,33-045-005-983657,Claimant 1,Nephew,True,Undocumented,"Affidavit, unverified",86.3,Pending Verification,2022-02-26
SC-33-023-021-091857-1,33-023-021-091857,Claimant 1,Daughter,False,Contested,Disputed mutation,46.1,Referred to Revenue Court,2019-09-12
SC-33-023-021-091857-2,33-023-021-091857,Claimant 2,Step-son,True,Undocumented,"Affidavit, unverified",39.8,Pending Verification,2019-09-12
SC-21-012-012-264754-1,21-012-012-264754,Claimant 1,Step-son,True,Undocumented,Oral claim only,18.9,Pending Verification,2019-12-31
SC-21-012-012-264754-2,21-012-012-264754,Claimant 2,Grandson,True,Contested,Disputed mutation,37.7,Referred to Revenue Court,2019-12-31
SC-21-012-012-264754-3,21-012-012-264754,Claimant 3,Son,True,Undocumented,Oral claim only,27.2,Pending Verification,2019-12-31
SC-21-012-012-264754-4,21-012-012-264754,Claimant 4,Adopted Son,True,Undocumented,"Affidavit, unverified",16.199999999999992,Pending Verification,2019-12-31
SC-29-009-002-673400-1,29-009-002-673400,Claimant 1,Brother,False,Documented,Succession Certificate,30.5,Verified,2022-10-17
SC-29-009-002-673400-2,29-009-002-673400,Claimant 2,Nephew,True,Undocumented,Panchayat attestation,69.5,Pending Verification,2022-10-17
SC-36-011-020-606190-1,36-011-020-606190,Claimant 1,Nephew,True,Contested,Disputed mutation,16.7,Referred to Revenue Court,2023-05-31
SC-36-011-020-606190-2,36-011-020-606190,Claimant 2,Son,True,Documented,Legal Heir Certificate,16.8,Verified,2023-05-31
SC-36-011-020-606190-3,36-011-020-606190,Claimant 3,Nephew,False,Documented,Partition Deed,26.1,Verified,2023-05-31
SC-36-011-020-606190-4,36-011-020-606190,Claimant 4,Adopted Son,True,Documented,Mutation Entry (RoR),40.4,Verified,2023-05-31
SC-27-037-019-721758-1,27-037-019-721758,Claimant 1,Nephew,True,Documented,Legal Heir Certificate,36.3,Verified,2020-04-17
SC-27-037-019-721758-2,27-037-019-721758,Claimant 2,Brother,True,Undocumented,Panchayat attestation,30.2,Pending Verification,2020-04-17
SC-27-037-019-721758-3,27-037-019-721758,Claimant 3,Sister,True,Documented,Legal Heir Certificate,29.4,Verified,2020-04-17
SC-29-009-010-380524-1,29-009-010-380524,Claimant 1,Daughter,True,Documented,Succession Certificate,53.8,Verified,2021-08-04
SC-29-009-010-380524-2,29-009-010-380524,Claimant 2,Grandson,True,Documented,Mutation Entry (RoR),46.2,Verified,2021-08-04
SC-27-001-013-521331-1,27-001-013-521331,Claimant 1,Sister,False,Documented,Succession Certificate,48.8,Verified,2023-10-25
SC-27-001-013-521331-2,27-001-013-521331,Claimant 2,Widow,False,Documented,Registered Will,51.2,Verified,2023-10-25
SC-22-002-001-831933-1,22-002-001-831933,Claimant 1,Brother,False,Documented,Legal Heir Certificate,67.2,Verified,2023-10-22
SC-22-002-001-831933-2,22-002-001-831933,Claimant 2,Widow,True,Documented,Mutation Entry (RoR),32.8,Verified,2023-10-22
SC-29-007-015-623697-1,29-007-015-623697,Claimant 1,Brother,False,Documented,Partition Deed,50.5,Verified,2020-06-09
SC-29-007-015-623697-2,29-007-015-623697,Claimant 2,Widow,True,Undocumented,Panchayat attestation,38.8,Pending Verification,2020-06-09
SC-27-001-013-406899-1,27-001-013-406899,Claimant 1,Adopted Son,True,Contested,Competing Will produced,62.8,Referred to Revenue Court,2021-11-18
SC-27-001-013-406899-2,27-001-013-406899,Claimant 2,Step-son,True,Undocumented,Oral claim only,25.8,Pending Verification,2021-11-18
SC-36-011-005-032698-1,36-011-005-032698,Claimant 1,Nephew,True,Undocumented,Oral claim only,71.1,Pending Verification,2019-08-10
SC-09-031-006-321237-1,09-031-006-321237,Claimant 1,Adopted Son,True,Documented,Registered Will,73.6,Verified,2023-05-15
SC-23-028-006-428938-1,23-028-006-428938,Claimant 1,Brother,False,Undocumented,"Affidavit, unverified",42.2,Pending Verification,2020-11-23
SC-23-028-006-428938-2,23-028-006-428938,Claimant 2,Daughter,True,Contested,Civil suit pending,57.8,Referred to Revenue Court,2020-11-23
SC-22-018-021-691048-1,22-018-021-691048,Claimant 1,Step-son,True,Documented,Succession Certificate,68.2,Verified,2021-01-23
SC-22-018-021-691048-2,22-018-021-691048,Claimant 2,Brother,True,Documented,Mutation Entry (RoR),31.799999999999997,Verified,2021-01-23
SC-22-014-007-664694-1,22-014-007-664694,Claimant 1,Son,True,Undocumented,"Affidavit, unverified",23.7,Pending Verification,2022-05-31
